Local Authority,SeedCode,School Name,School Type,Teachers (Full Time Equivalent) [Note 1],Pupil roll,Pupil Teacher Ratio,Average class size,Female,Male,P1,P2,P3,P4,P5,P6,P7,S1,S2,S3,S4,S5,S6,Special school pupils,Pupils with an Additional Support Need recorded,Pupils with no Additional Support Needs recorded,Pupils with English as an Additional Language [Note 2],Pupils without English as an Additional Language [Note 2],Pupils taught in Gaelic [Note 3],Pupils with no Gaelic taught [Note 3],White - British [Note 4],White - Other [Note 4],Minority Ethnic [Note 4],Not known/not disclosed [Note 4],P1-P5 pupils registered for free school meals [Note 5],Percentage of P1-P5 pupils registered for free school meals [Note 5],P6-P7/S1-S6/SP pupils registered for free school meals [Note 5],Percentage of P6-P7/S1-S6/SP pupils registered for free school meals [Note 5],SIMD Quintile 1 [Note 6],SIMD Quintile 2 [Note 6],SIMD Quintile 3 [Note 6],SIMD Quintile 4 [Note 6],SIMD Quintile 5 [Note 6],SIMD not availble [Note 6],Urban [Note 7],Small town [Note 7],Rural [Note 7],Urban/rural classification not available [Note 7],Attendance rate (%)[Note 8] [Note 9],Authorised absence rate (%) [Note 8] [Note 9],Unauthorised absence rate (%)[Note 8] [Note 9],Absence due to temporary exclusion rate (%) [Note 8] [Note 9],School's 6-fold urban/rural classification,School's 8-fold urban/rural classification,Denomination of school,,
East Lothian,1004808,Letham Mains Primary School,Primary,13.1,231,17.6,21,123,108,55,50,34,21,31,16,24,z,z,z,z,z,z,z,86,145,11,220,0,231,189,13,28,C,191,100,7,17.5,0,5,5,209,12,0,20-30%,0-10%,70-80%,0-10%,95.1,3.7,1.2,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Lothian,5554020,Longniddry Primary School,Primary,10.1,181,18,22.6,90,91,23,17,23,35,23,21,39,z,z,z,z,z,z,z,50,131,0,181,0,181,163,5,6,7,121,100,C,C,0,6,72,10,93,0,0-10%,0-10%,90-100%,0-10%,95.0,3.8,1.2,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Lothian,5550424,Loretto RC Primary School,Primary,9.0,172,19,24.6,79,93,20,18,26,24,25,29,30,z,z,z,z,z,z,z,82,90,58,114,0,172,93,45,31,C,113,100,6,10.2,16,106,10,17,23,0,80-90%,0-10%,10-20%,0-10%,92.4,5.0,2.6,C,Large urban areas,Large urban areas,Roman Catholic,,
East Lothian,5554128,Macmerry Primary School,Primary,7.5,111,14.8,18.5,58,53,20,17,12,15,19,14,14,z,z,z,z,z,z,z,42,69,C,C,0,111,104,C,C,0,83,100,6,21.4,C,107,C,C,0,0,0-10%,0-10%,90-100%,0-10%,91.2,6.5,2.2,C,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Lothian,5550025,Musselburgh Burgh Primary School,Primary,13.1,228,17.4,22.8,127,101,27,25,24,39,36,37,40,z,z,z,z,z,z,z,85,143,20,208,0,228,180,20,26,C,151,100,23,29.9,28,122,52,15,11,0,80-90%,0-10%,10-20%,0-10%,91.7,5.7,2.6,C,Large urban areas,Large urban areas,Non-denominational,,
East Lothian,5554322,Ormiston Primary School,Primary,12.5,234,18.8,23.4,117,117,30,41,30,31,30,33,39,z,z,z,z,z,z,z,49,185,C,C,0,234,209,7,15,C,162,100,17,23.6,C,171,50,8,C,0,0-10%,0-10%,90-100%,0-10%,94.4,4.5,1.2,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Lothian,5554527,Pencaitland Primary School,Primary,9.3,162,17.5,20.3,78,84,30,24,22,25,28,14,19,z,z,z,z,z,z,z,51,111,C,C,0,162,146,7,9,0,129,100,0,0,C,9,C,147,C,0,0-10%,0-10%,90-100%,0-10%,94.8,4.2,1.0,C,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Lothian,5550521,Pinkie St Peter&apos;s Primary School,Primary,23.6,442,18.8,24.6,200,242,65,54,84,57,56,62,64,z,z,z,z,z,z,z,156,286,7,435,0,442,358,22,36,26,316,100,37,29.4,8,281,8,43,102,0,70-80%,0-10%,20-30%,0-10%,91.4,5.6,2.9,0.1,Large urban areas,Large urban areas,Non-denominational,,
East Lothian,1004905,Preston Tower Primary School,Primary,37.6,692,18.4,23.9,345,347,89,89,89,96,105,95,129,z,z,z,z,z,z,z,303,389,12,680,0,692,616,23,27,26,468,100,48,21.4,109,244,33,146,160,0,80-90%,0-10%,10-20%,0-10%,91.8,5.6,2.6,0.0,Other urban areas,Other urban areas,Non-denominational,,
East Lothian,5550220,Sanderson&apos;s Wynd Primary School,Primary,21.7,315,14.5,19.7,144,171,43,52,46,40,42,50,42,z,z,z,z,z,z,z,147,168,7,308,0,315,275,17,16,7,223,100,26,28.3,112,97,9,89,8,0,80-90%,0-10%,10-20%,0-10%,90.7,5.4,3.8,0.1,Other urban areas,Other urban areas,Non-denominational,,
East Lothian,5554829,St Gabriel&apos;s RC Primary School,Primary,7.9,133,16.8,22.2,68,65,11,11,18,20,27,22,24,z,z,z,z,z,z,z,42,91,12,121,0,133,103,22,6,C,87,100,6,13,24,43,5,22,39,0,80-90%,0-10%,10-20%,0-10%,93.0,4.4,2.6,C,Other urban areas,Other urban areas,Roman Catholic,,
East Lothian,5555329,St Martin&apos;s RC Primary School,Primary,7.6,118,15.4,19.7,60,58,11,14,16,19,18,17,23,z,z,z,z,z,z,z,42,76,15,103,0,118,94,13,9,C,78,100,11,27.5,25,50,15,21,7,0,70-80%,0-10%,20-30%,0-10%,92.2,5.2,2.6,C,Other urban areas,Other urban areas,Roman Catholic,,
East Lothian,5553628,St Mary&apos;s RC Primary School,Primary,7.5,112,14.9,22.4,47,65,18,17,13,15,16,15,18,z,z,z,z,z,z,z,47,65,21,91,0,112,80,26,C,C,79,100,C,C,C,24,43,33,11,C,80-90%,0-10%,10-20%,0-10%,94.6,4.0,1.4,0.0,Other urban areas,Other urban areas,Roman Catholic,,
East Lothian,5555027,Stenton Primary School,Primary,2.7,26,9.5,13,18,8,9,C,C,C,C,C,C,z,z,z,z,z,z,z,C,C,0,26,0,26,20,C,C,C,21,100,0,0,0,C,25,0,0,C,0-10%,0-10%,90-100%,0-10%,95.2,3.7,1.1,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Lothian,5555728,Stoneyhill Primary School,Primary,11.4,183,16.1,20.3,89,94,24,24,26,20,24,29,36,z,z,z,z,z,z,z,53,130,C,C,0,183,162,11,9,C,118,100,8,12.3,C,26,56,44,55,C,90-100%,0-10%,0-10%,0-10%,94.7,3.9,1.3,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Lothian,5550629,Wallyford Primary School,Primary,25.5,503,19.7,24,242,261,74,79,78,84,61,82,45,z,z,z,z,z,z,z,137,366,27,476,0,503,398,43,56,6,376,100,29,22.8,63,176,7,61,196,0,50-60%,0-10%,40-50%,0-10%,91.7,5.0,3.2,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Lothian,5555426,West Barns Primary School,Primary,6.7,107,16.1,21.4,44,63,21,15,15,19,17,11,9,z,z,z,z,z,z,z,27,80,C,C,0,107,91,6,10,0,87,100,C,C,0,5,86,12,C,C,10-20%,0-10%,80-90%,0-10%,94.1,4.5,1.5,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Lothian,5550726,Whitecraig Primary School,Primary,8.5,112,13.2,18.7,53,59,13,13,19,16,15,21,15,z,z,z,z,z,z,z,63,49,12,100,0,112,93,9,8,C,76,100,12,33.3,C,63,45,C,0,0,0-10%,0-10%,90-100%,0-10%,92.5,5.3,2.3,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Lothian,5550327,Windygoul Primary School,Primary,30.9,522,16.9,21.8,250,272,59,73,81,69,77,74,89,z,z,z,z,z,z,z,161,361,17,505,0,522,462,18,40,C,359,100,37,22.7,41,134,109,182,56,0,80-90%,0-10%,10-20%,0-10%,92.8,5.4,1.8,C,Other urban areas,Other urban areas,Non-denominational,,
East Lothian,5555620,Yester Primary School,Primary,8.4,145,17.3,20.7,58,87,20,18,21,24,21,18,23,z,z,z,z,z,z,z,38,107,0,145,0,145,130,8,5,C,104,100,C,C,0,6,118,21,0,0,0-10%,0-10%,90-100%,0-10%,93.1,5.5,1.4,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Lothian,5555736,Dunbar Grammar School,Secondary,81.6,1116,13.7,0,538,578,z,z,z,z,z,z,z,203,202,207,191,173,140,z,427,689,23,1093,0,1116,1021,49,40,6,z,z,108,9.7,0,166,456,270,224,0,60-70%,0-10%,30-40%,0-10%,87.9,6.3,5.8,0.0,Other urban areas,Other urban areas,Non-denominational,,
East Lothian,5555930,Knox Academy,Secondary,71.6,925,12.9,0,450,475,z,z,z,z,z,z,z,176,180,172,164,142,91,z,381,544,25,900,0,925,813,62,39,11,z,z,121,13.1,7,176,308,297,137,0,60-70%,0-10%,20-30%,0-10%,87.4,5.6,7.0,0.1,Other urban areas,Other urban areas,Non-denominational,,
East Lothian,5550831,Musselburgh Grammar School,Secondary,64.8,870,13.4,0,443,427,z,z,z,z,z,z,z,135,134,142,148,194,117,z,347,523,37,833,0,870,746,52,64,8,z,z,122,14,53,388,169,122,138,0,80-90%,0-10%,10-20%,0-10%,84.0,6.1,9.9,0.1,Large urban areas,Large urban areas,Non-denominational,,
East Lothian,5556031,North Berwick High School,Secondary,72.7,1051,14.5,0,518,533,z,z,z,z,z,z,z,187,176,168,194,169,157,z,300,751,23,1028,0,1051,928,69,42,12,z,z,46,4.4,C,8,111,566,365,C,0-10%,30-40%,60-70%,0-10%,90.1,6.1,3.8,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
East Lothian,5556139,Preston Lodge High School,Secondary,78.4,1068,13.6,0,550,518,z,z,z,z,z,z,z,191,215,217,197,157,91,z,588,480,35,1033,0,1068,947,60,50,11,z,z,118,11,104,283,160,165,356,0,50-60%,20-30%,10-20%,0-10%,86.9,5.4,7.7,0.0,Other urban areas,Other urban areas,Non-denominational,,
East Lothian,1005944,Rosehill High School,Secondary,44.8,477,10.6,0,227,250,z,z,z,z,z,z,z,141,153,86,97,0,0,z,284,193,35,442,0,477,392,45,38,C,z,z,122,25.6,48,257,22,54,96,0,70-80%,0-10%,20-30%,0-10%,83.6,8.3,7.9,0.2,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Lothian,5556236,Ross High School,Secondary,97.7,1226,12.5,0,603,623,z,z,z,z,z,z,z,217,221,259,226,189,114,z,634,592,39,1187,0,1226,1113,70,40,C,z,z,187,15.3,123,435,194,387,87,0,60-70%,0-10%,30-40%,0-10%,84.0,6.8,9.1,0.0,Other urban areas,Other urban areas,Non-denominational,,
East Renfrewshire,8601925,Braidbar Primary School,Primary,12.9,184,14.3,26.3,90,94,22,26,23,30,28,25,30,z,z,z,z,z,z,z,49,135,14,170,0,184,109,8,66,C,129,100,C,C,0,10,9,10,155,0,90-100%,0-10%,0-10%,0-10%,95.7,3.0,1.3,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8600228,Busby Primary School,Primary,17.6,261,14.8,23.7,131,130,30,26,37,34,51,30,53,z,z,z,z,z,z,z,64,197,7,254,0,261,172,5,77,7,178,100,7,8.4,C,41,C,91,124,0,90-100%,0-10%,0-10%,0-10%,94.3,4.2,1.5,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8454922,Calderwood Lodge,Primary,14.9,152,10.2,21.7,67,85,13,16,18,27,27,23,28,z,z,z,z,z,z,z,22,130,8,144,0,152,77,19,54,C,101,100,5,9.8,6,14,12,36,84,0,80-90%,0-10%,0-10%,0-10%,94.0,4.8,1.2,0.0,Large urban areas,Large urban areas,Other denomination,,
East Renfrewshire,8620725,Carlibar Primary School,Primary,44.3,212,4.8,19.3,98,114,31,41,22,32,18,27,41,z,z,z,z,z,z,z,85,127,18,194,0,212,155,17,34,6,144,100,36,52.9,108,52,25,26,C,C,90-100%,0-10%,0-10%,0-10%,90.5,6.1,3.4,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8600422,Carolside Primary School,Primary,37.0,560,15.1,26.7,279,281,69,75,69,83,78,90,96,z,z,z,z,z,z,z,90,470,19,541,0,560,456,10,79,15,374,100,5,2.7,C,12,C,19,524,0,90-100%,0-10%,0-10%,0-10%,95.8,3.3,0.9,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8601127,Crookfur Primary School,Primary,29.4,476,16.2,26.4,222,254,44,68,80,59,70,84,71,z,z,z,z,z,z,z,108,368,24,452,0,476,334,10,124,8,321,100,7,4.5,0,9,C,345,120,C,80-90%,0-10%,10-20%,0-10%,95.7,3.0,1.3,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8620822,Cross Arthurlie Primary School,Primary,23.2,337,14.5,24.1,159,178,41,47,47,47,56,45,54,z,z,z,z,z,z,z,73,264,6,331,0,337,317,5,13,C,238,100,21,21.2,62,68,48,93,66,0,90-100%,0-10%,0-10%,0-10%,94.3,4.8,1.0,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8600724,Eaglesham Primary School,Primary,21.1,382,18.1,27.3,186,196,47,41,64,56,60,54,60,z,z,z,z,z,z,z,72,310,C,C,0,382,348,13,21,0,268,100,8,7,C,64,46,173,98,C,0-10%,40-50%,40-50%,0-10%,94.9,3.6,1.5,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
East Renfrewshire,8600821,Giffnock Primary School,Primary,22.8,379,16.6,27.1,190,189,45,53,55,59,53,61,53,z,z,z,z,z,z,z,94,285,25,354,0,379,263,10,105,C,265,100,7,6.1,14,8,47,77,233,0,90-100%,0-10%,0-10%,0-10%,95.6,3.4,1.0,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8621322,Hillview Primary School,Primary,21.7,265,12.2,24.1,128,137,44,53,41,40,25,37,25,z,z,z,z,z,z,z,69,196,11,254,0,265,233,6,22,C,203,100,14,22.6,55,93,26,80,11,0,70-80%,0-10%,20-30%,0-10%,92.4,6.0,1.7,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Renfrewshire,8601224,Kirkhill Primary School,Primary,33.4,588,17.6,26.7,278,310,74,77,87,76,77,98,99,z,z,z,z,z,z,z,112,476,15,573,0,588,363,17,189,19,391,100,6,3,0,8,C,15,562,C,90-100%,0-10%,0-10%,0-10%,95.6,3.5,0.9,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,1004786,Maidenhill Primary School,Primary,30.0,460,15.3,24.2,209,251,70,61,57,65,71,84,52,z,z,z,z,z,z,z,108,352,59,401,0,460,197,16,203,44,324,100,7,5.1,C,0,17,328,113,C,20-30%,0-10%,70-80%,0-10%,95.0,3.2,1.9,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Renfrewshire,8601321,Mearns Primary School,Primary,40.8,740,18.1,27.4,343,397,94,79,112,89,110,116,140,z,z,z,z,z,z,z,238,502,91,649,0,740,357,9,356,18,484,100,26,10.2,C,70,92,316,257,C,80-90%,0-10%,10-20%,0-10%,94.2,4.4,1.5,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Renfrewshire,8631824,Neilston Primary School,Primary,24.0,325,13.5,23.2,161,164,40,49,48,46,49,46,47,z,z,z,z,z,z,z,105,220,6,319,0,325,263,8,33,21,232,100,11,11.8,C,108,C,160,52,0,0-10%,70-80%,20-30%,0-10%,94.7,3.8,1.5,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
East Renfrewshire,8600929,Netherlee Primary School,Primary,34.5,613,17.8,26.7,310,303,64,75,73,88,94,112,107,z,z,z,z,z,z,z,70,543,24,589,0,613,502,11,97,C,394,100,6,2.7,C,11,7,55,538,C,90-100%,0-10%,0-10%,0-10%,95.6,3.2,1.2,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8600325,Our Lady of the Missions,Primary,42.9,830,19.3,29.6,431,399,94,113,119,113,129,132,130,z,z,z,z,z,z,z,201,629,54,776,0,830,533,26,252,19,568,100,19,7.3,20,59,83,194,474,0,90-100%,0-10%,0-10%,0-10%,95.1,3.6,1.3,0.0,Large urban areas,Large urban areas,Roman Catholic,,
East Renfrewshire,8601429,St Cadoc&apos;s Primary School,Primary,28.5,490,17.2,27.2,226,264,53,49,90,74,73,73,78,z,z,z,z,z,z,z,91,399,45,445,0,490,257,10,216,7,339,100,5,3.3,C,C,29,226,231,0,90-100%,0-10%,0-10%,0-10%,95.1,3.5,1.4,0.0,Large urban areas,Large urban areas,Roman Catholic,,
East Renfrewshire,1004271,St Clare&apos;s Primary School,Primary,25.1,443,17.6,26.1,230,213,62,59,65,61,64,66,66,z,z,z,z,z,z,z,74,369,20,423,0,443,240,22,177,C,311,100,7,5.3,0,11,14,153,265,0,80-90%,0-10%,10-20%,0-10%,95.2,3.5,1.3,0.0,Large urban areas,Large urban areas,Roman Catholic,,
East Renfrewshire,8621020,St John&apos;s Primary School - Barrhead,Primary,21.9,259,11.8,23.5,138,121,31,31,47,37,49,38,26,z,z,z,z,z,z,z,46,213,12,247,0,259,206,10,43,0,195,100,14,21.9,73,62,39,64,21,0,90-100%,0-10%,0-10%,0-10%,93.7,4.4,1.9,0.0,Large urban areas,Large urban areas,Roman Catholic,,
East Renfrewshire,8600627,St Joseph&apos;s Primary School - Clarkston,Primary,22.1,372,16.8,26.6,166,206,46,44,48,58,58,53,65,z,z,z,z,z,z,z,84,288,10,362,0,372,290,9,66,7,254,100,7,5.9,C,30,6,70,265,C,70-80%,10-20%,0-10%,0-10%,96.1,3.2,0.8,0.0,Large urban areas,Large urban areas,Roman Catholic,,
East Renfrewshire,8621225,St Mark&apos;s Primary School - Barrhead,Primary,27.8,374,13.5,26.7,188,186,48,51,46,56,49,61,63,z,z,z,z,z,z,z,87,287,30,344,0,374,234,33,101,6,250,100,38,30.6,119,107,73,64,11,0,80-90%,0-10%,10-20%,0-10%,92.7,4.8,2.5,0.0,Large urban areas,Large urban areas,Roman Catholic,,
East Renfrewshire,8624224,St Thomas&apos; Primary School - Neilston,Primary,12.5,146,11.7,20.9,75,71,13,20,22,16,23,28,24,z,z,z,z,z,z,z,51,95,C,C,0,146,117,10,13,6,94,100,12,23.1,0,47,0,82,17,0,10-20%,70-80%,10-20%,0-10%,93.6,4.6,1.8,0.0,Accessible small towns,Accessible small towns,Roman Catholic,,
East Renfrewshire,8601526,Thornliebank Primary School,Primary,15.5,202,13,25.3,108,94,31,25,28,28,30,30,30,z,z,z,z,z,z,z,74,128,36,166,11,191,113,C,C,C,142,100,18,30,58,36,35,54,19,0,90-100%,0-10%,0-10%,0-10%,92.4,5.0,2.6,C,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8627525,Uplawmoor Primary School,Primary,7.6,73,9.7,14.6,34,39,14,9,8,8,10,12,12,z,z,z,z,z,z,z,7,66,0,73,0,73,60,C,C,7,49,100,0,0,0,C,0,C,69,0,0-10%,0-10%,90-100%,0-10%,95.1,2.6,2.3,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
East Renfrewshire,8627630,Barrhead High School,Secondary,66.9,620,9.3,0,321,299,z,z,z,z,z,z,z,112,117,115,98,124,54,z,266,354,40,580,0,620,532,16,62,10,z,z,158,25.5,181,170,82,129,58,0,90-100%,0-10%,0-10%,0-10%,87.7,8.6,3.6,C,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8601739,Eastwood High School,Secondary,100.9,1287,12.8,0,639,648,z,z,z,z,z,z,z,234,214,222,229,213,175,z,387,900,160,1127,0,1287,793,32,451,11,z,z,113,8.8,19,170,68,620,410,0,60-70%,10-20%,10-20%,0-10%,90.8,5.8,3.4,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8602239,Mearns Castle High School,Secondary,120.6,1567,13,0,792,775,z,z,z,z,z,z,z,313,250,267,269,251,217,z,439,1128,102,1465,0,1567,953,38,547,29,z,z,84,5.4,6,57,98,395,1010,C,60-70%,10-20%,20-30%,0-10%,90.9,5.5,3.6,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8626138,St Luke&apos;s High School,Secondary,65.0,671,10.3,0,324,347,z,z,z,z,z,z,z,119,116,123,137,98,78,z,284,387,52,619,0,671,503,51,108,9,z,z,136,20.3,162,216,83,162,48,0,70-80%,10-20%,10-20%,0-10%,90.5,6.0,3.5,C,Accessible rural areas,Accessible rural areas,Roman Catholic,,
East Renfrewshire,8602433,St Ninian&apos;s High School - Giffnock,Secondary,151.1,1980,13.1,0,934,1046,z,z,z,z,z,z,z,339,358,358,339,296,290,z,702,1278,112,1868,0,1980,1384,90,488,18,z,z,84,4.2,8,79,128,567,1198,0,80-90%,0-10%,0-10%,0-10%,91.8,6.2,1.9,0.0,Large urban areas,Large urban areas,Roman Catholic,,
East Renfrewshire,8602034,Williamwood High School,Secondary,140.8,1678,11.9,0,843,835,z,z,z,z,z,z,z,288,297,288,299,258,248,z,495,1183,85,1593,0,1678,1290,45,334,9,z,z,62,3.7,12,77,20,210,1359,0,90-100%,0-10%,0-10%,0-10%,92.0,5.4,2.7,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8601836,Woodfarm High School,Secondary,74.8,701,9.4,0,333,368,z,z,z,z,z,z,z,116,120,118,119,118,110,z,301,400,87,614,0,701,420,12,264,5,z,z,71,10.1,52,77,87,154,331,0,90-100%,0-10%,0-10%,0-10%,91.7,6.2,2.1,0.0,Large urban areas,Large urban areas,Non-denominational,,
East Renfrewshire,8602344,Isobel Mair School,Special,36.3,149,4.1,z,45,104,z,z,z,z,z,z,z,z,z,z,z,z,z,149,149,0,15,134,0,149,88,9,51,C,z,z,33,22.1,10,24,14,51,50,0,70-80%,0-10%,10-20%,0-10%,91.8,7.8,0.4,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5520924,Abbeyhill Primary School,Primary,11.2,176,15.7,25.1,87,89,18,34,24,31,19,20,30,z,z,z,z,z,z,z,119,57,39,137,0,176,89,38,48,C,126,100,13,26,9,47,67,22,31,0,90-100%,0-10%,0-10%,0-10%,92.8,5.6,1.6,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5521025,Balgreen Primary School,Primary,18.7,344,18.4,24.6,177,167,60,40,50,41,50,48,55,z,z,z,z,z,z,z,216,128,138,206,0,344,140,21,176,7,241,100,20,19.4,18,152,101,34,39,0,90-100%,0-10%,0-10%,0-10%,92.5,6.2,1.3,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5521122,Blackhall Primary School,Primary,20.3,369,18.2,24.6,164,205,54,48,55,47,48,52,65,z,z,z,z,z,z,z,118,251,21,348,0,369,276,26,64,C,252,100,C,C,8,23,6,17,315,0,90-100%,0-10%,0-10%,0-10%,95.6,3.1,1.2,C,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5540925,Bonaly Primary School,Primary,17.7,388,21.9,25.9,195,193,51,59,46,67,50,51,64,z,z,z,z,z,z,z,115,273,13,375,0,388,330,23,33,C,273,100,0,0,C,0,C,15,370,0,90-100%,0-10%,0-10%,0-10%,96.2,2.8,1.0,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5521424,Broomhouse Primary School,Primary,11.9,209,17.6,26.1,103,106,30,35,30,28,24,29,33,z,z,z,z,z,z,z,63,146,72,137,0,209,102,15,91,C,147,100,14,22.6,91,64,43,10,C,C,90-100%,0-10%,0-10%,0-10%,93.6,4.2,2.2,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5521521,Broughton Primary School,Primary,22.2,370,16.7,21.8,162,208,63,52,54,51,56,47,47,z,z,z,z,z,z,z,195,175,79,291,0,370,148,59,156,7,276,100,10,10.6,22,67,16,90,175,0,90-100%,0-10%,0-10%,0-10%,93.1,4.0,2.9,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5521629,Brunstane Primary School,Primary,18.2,265,14.5,20.4,130,135,34,47,42,38,34,40,30,z,z,z,z,z,z,z,100,165,37,228,0,265,173,17,70,5,195,100,25,35.7,162,26,17,52,8,0,90-100%,0-10%,0-10%,0-10%,89.9,3.3,6.8,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5521726,Bruntsfield Primary School,Primary,27.8,589,21.2,28,287,302,68,85,78,90,88,98,82,z,z,z,z,z,z,z,150,439,144,445,0,589,270,112,201,6,409,100,C,C,C,8,19,101,458,C,90-100%,0-10%,0-10%,0-10%,94.9,3.6,1.5,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5541220,Buckstone Primary School,Primary,20.7,409,19.7,29.2,205,204,46,54,56,63,62,66,62,z,z,z,z,z,z,z,70,339,30,379,0,409,302,21,84,C,281,100,0,0,C,C,5,19,378,0,90-100%,0-10%,0-10%,0-10%,96.1,3.0,0.9,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,1002724,Bun-sgoil Taobh na Pàirce ( Parkside Primary ),Primary,19.8,394,19.9,26.3,208,186,69,59,61,52,45,61,47,z,z,z,z,z,z,z,84,310,41,353,394,0,243,82,55,14,286,100,9,8.3,37,69,56,104,128,0,90-100%,0-10%,0-10%,0-10%,93.9,4.3,1.8,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,1005766,Canaan Lane Primary School,Primary,8.2,145,17.7,24.2,81,64,55,47,43,0,0,0,0,z,z,z,z,z,z,z,C,C,19,126,0,145,90,20,32,C,145,100,0,0,0,0,C,23,121,C,90-100%,0-10%,0-10%,0-10%,96.3,3.0,0.7,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5520428,Canal View Primary School,Primary,21.1,315,14.9,22.5,168,147,34,39,40,53,50,59,40,z,z,z,z,z,z,z,150,165,69,246,0,315,183,35,97,0,216,100,43,43.4,248,10,43,C,11,C,90-100%,0-10%,0-10%,0-10%,90.1,5.2,4.7,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5521920,Carrick Knowe Primary School,Primary,16.9,317,18.7,24.4,151,166,47,42,47,53,29,48,51,z,z,z,z,z,z,z,177,140,65,252,0,317,214,37,63,C,218,100,11,11.1,18,23,77,86,113,0,90-100%,0-10%,0-10%,0-10%,93.5,4.8,1.8,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5520029,Castleview Primary School,Primary,25.2,439,17.4,23.1,213,226,74,67,49,65,76,54,54,z,z,z,z,z,z,z,192,247,47,392,0,439,217,53,130,39,331,100,43,39.8,418,C,13,C,C,0,90-100%,0-10%,0-10%,0-10%,90.1,6.3,3.6,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5522021,Clermiston Primary School,Primary,21.5,447,20.8,27.9,208,239,66,59,58,65,60,62,77,z,z,z,z,z,z,z,214,233,60,387,0,447,274,43,127,C,308,100,17,12.2,33,144,79,144,46,C,90-100%,0-10%,0-10%,0-10%,93.5,4.0,2.4,C,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5532027,Clovenstone Primary School,Primary,17.7,210,11.9,19.1,100,110,24,15,34,33,28,41,35,z,z,z,z,z,z,z,108,102,61,149,0,210,107,31,72,0,134,100,25,32.9,143,34,18,C,11,C,90-100%,0-10%,0-10%,0-10%,91.1,4.3,4.6,0.0,Large urban areas,Large urban areas,Non-denominational,,
Edinburgh City,5522129,Colinton Primary School,Primary,10.4,154,14.9,22,78,76,18,25,17,23,25,25,21,z,z,z,z,z,z,z,77,77,34,120,0,154,93,C,57,C,108,100,6,13,6,7,35,56,50,0,90-100%,0-10%,0-10%,0-10%,93.8,4.7,1.6,0.0,Large urban areas,Large urban areas,Non-denominational,,
